domain_name,response_code,blockpage,cloudflare_blockpage,number_of_script_tags,dns_name,address,ip_response_code,ip_blockpage,ip_cloudflare_blockpage,ip_number_of_script_tags,default_dns,isp_name_speedtest,time_date,domain_is_live_anywhere,domain_request_works,ip_is_live_anywhere,ip_is_live_in_other_ISPs,ip_request_works,default_dns_returns_different_ip_addresses,default_dns_returns_different_script_tags,public_dns_ips_not_mode
https://animehd47.com/,200,0,0,46.0,Cloudflare,172.67.203.15,403,False,True,1.0,0,Australian Academic and Research Network,7/06/2021 17:07,True,True,False,False,False,False,False,False
https://animehd47.com/,ERROR,0,0,,MyDNS,54.153.204.20,451,True,False,1.0,1,Optus,7/06/2021 17:27,True,False,True,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,54.66.245.151,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,3.25.33.182,403,False,False,0.0,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,54.153.157.207,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,54.79.151.102,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,52.65.137.153,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,52.64.187.135,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,True,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,13.211.83.158,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,13.210.160.129,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,True,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,54.66.147.144,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,54.66.190.248,ERROR,False,False,,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
https://animehd47.com/,ERROR,0,0,,MyDNS,3.106.3.198,451,True,False,1.0,1,Optus,7/06/2021 17:27,True,False,False,False,False,True,True,True
